Symbol,Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
SAZ25,2025-12-15,131.85,137.25,125.05,126.75,-6.35,-4.77%,9034,14721
SAZ25,2025-12-16,127.7,131.65,126.4,130,3.25,+2.56%,3569,14596
SAZ25,2025-12-17,130,135.5,122.6,124.25,-5.75,-4.42%,16342,15622
SAZ25,2025-12-18,124.35,130.5,118.25,118.6,-5.65,-4.55%,19280,16473
SAZ25,2025-12-19,120.95,129.25,118.95,128.45,9.85,+8.31%,13781,17133
SAZ25,2025-12-22,127.4,130.15,125.55,125.8,-2.65,-2.06%,13767,18179
SAF26,2025-12-23,126.95,128.15,123.55,125.85,0.05,+0.04%,13874,19768
SAF26,2025-12-24,125.1,125.55,120.5,123.2,-2.65,-2.11%,3180,19410
SAF26,2025-12-26,122.85,126.65,120.3,123.6,0.4,+0.32%,4613,14106
SAF26,2025-12-29,125.6,131.45,123.3,124.45,0.85,+0.69%,5289,14102
SAF26,2025-12-30,124.6,127.85,123.7,125.3,0.85,+0.68%,2951,14127
SAF26,2025-12-31,125.6,128.75,124.7,125.4,0.1,+0.08%,2605,13983
SAF26,2026-01-02,127,133.7,127,132.55,7.15,+5.70%,3878,14749
SAF26,2026-01-05,136.05,141.2,134.15,139.3,6.75,+5.09%,6229,14713
SAF26,2026-01-06,140.3,144.7,137.4,140.2,0.9,+0.65%,4904,14588
SAF26,2026-01-07,141.8,142.75,135.4,137,-3.2,-2.28%,2603,14326
SAF26,2026-01-08,137.2,140.9,133.8,138.75,1.75,+1.28%,2418,14404
SAF26,2026-01-09,140.15,142.45,135.9,136.7,-2.05,-1.48%,2625,14664
SAF26,2026-01-12,139.25,145.6,138.6,141.4,4.7,+3.44%,5281,15063
SAF26,2026-01-13,140.4,145.9,138.65,145.2,3.8,+2.69%,4304,15462
SAF26,2026-01-14,148.4,149.85,144.75,148.75,3.55,+2.44%,2850,15685
SAF26,2026-01-15,147.9,148,141.95,142.4,-6.35,-4.27%,4447,15070
SAF26,2026-01-16,143.25,147.15,141.3,146.1,3.7,+2.60%,2015,15094
SAF26,2026-01-20,144.3,144.35,127.15,128.65,-17.45,-11.94%,8793,14859
SAF26,2026-01-21,126.9,133.1,126.15,132.15,3.5,+2.72%,3998,15112
SAF26,2026-01-22,131.8,132.1,127.7,129.45,-2.7,-2.04%,9430,15346
SAF26,2026-01-23,129.45,131.2,126.25,127.7,-1.75,-1.35%,11212,15114
SAF26,2026-01-26,126,126.5,113,124.45,-3.25,-2.55%,12728,14813
SAG26,2026-01-27,125.05,128.9,123.95,128.25,3.8,+3.05%,12287,14968
SAG26,2026-01-28,128.4,129.15,125.5,126.35,-1.9,-1.48%,13382,14433
SAG26,2026-01-29,126,126.45,115.85,117.75,-8.6,-6.81%,4574,14430
SAG26,2026-01-30,118.1,120.2,112.85,117.7,-0.05,-0.04%,3043,12566
SAG26,2026-02-02,101.6,107,96.6,104.7,-13.,-11.05%,8302,12241
SAG26,2026-02-03,105.6,106,97.15,101.7,-3.,-2.87%,5906,12625
SAG26,2026-02-04,99.15,100.15,90.4,93.8,-7.9,-7.77%,4409,12369
SAG26,2026-02-05,91.25,94,78.15,79.3,-14.5,-15.46%,8613,12015
SAG26,2026-02-06,80.5,89.2,66.05,87.25,7.95,+10.03%,9539,12079
SAG26,2026-02-09,87.8,89.75,83.4,88.6,1.35,+1.55%,4381,12622
SAG26,2026-02-10,87.65,88.1,82.45,83.25,-5.35,-6.04%,3914,12201
SAG26,2026-02-11,83,85.05,78.65,80.25,-3.,-3.60%,2706,12089
SAG26,2026-02-12,79.9,82.8,77.1,77.5,-2.75,-3.43%,5109,12186
SAG26,2026-02-13,78.9,86.35,78.1,85.35,7.85,+10.13%,6199,13093
SAG26,2026-02-17,86.9,88.3,83.25,85.65,0.3,+0.35%,7476,12251
SAG26,2026-02-18,85.65,86.7,81.05,81.9,-3.75,-4.38%,5090,12336
SAG26,2026-02-19,81.95,83.35,80.3,82.7,0.8,+0.98%,8519,12406
SAG26,2026-02-20,83.1,86.2,82.55,85.25,2.55,+3.08%,10152,12918
SAG26,2026-02-23,84.15,84.2,77.85,78.95,-6.3,-7.39%,14196,13074
SAH26,2026-02-24,78.6,79.5,76.35,79.3,0.35,+0.44%,10860,13511
SAH26,2026-02-25,79.9,92.65,79.4,90.25,10.95,+13.81%,16533,14783
SAH26,2026-02-26,89.95,90,84.85,86.65,-3.6,-3.99%,8074,14120
SAH26,2026-02-27,86.25,88.85,81.4,81.85,-4.8,-5.54%,3819,12846
SAH26,2026-03-02,83.7,91,83.05,88.3,6.45,+7.88%,6486,13830
SAH26,2026-03-03,88.45,88.7,83.05,85.25,-3.05,-3.45%,4814,13671
SAH26,2026-03-04,87,94.75,85.4,93.75,8.5,+9.97%,10456,16238
SAH26,2026-03-05,92.05,93.65,88.45,90,-3.75,-4.00%,4944,16291
SAH26,2026-03-06,90,90,84.25,85.6,-4.4,-4.89%,3510,16120
SAH26,2026-03-09,78.55,87.75,78.55,86.65,1.05,+1.23%,3893,16587
SAH26,2026-03-10,86.8,89.55,85.55,86.65,0,0.00%,2664,16554
SAH26,2026-03-11,86.35,88.95,85,87.9,1.25,+1.44%,5159,17135
SAH26,2026-03-12,88.25,88.65,85.3,87.55,-0.35,-0.40%,3709,16808
SAH26,2026-03-13,87.25,93.85,86.7,89.65,2.1,+2.40%,4537,17026
SAH26,2026-03-16,90.5,96.8,90.5,96.1,6.45,+7.19%,3570,17047
SAH26,2026-03-17,97.3,98.4,93.85,95.4,-0.7,-0.73%,4078,16196
SAH26,2026-03-18,95.9,96.4,89.2,90.3,-5.1,-5.35%,4382,16112
SAH26,2026-03-19,91.05,92,87.6,89.3,-1.,-1.11%,9865,15608
SAH26,2026-03-20,89.7,91.05,88.75,89.6,0.3,+0.34%,8256,16073
SAH26,2026-03-23,86.4,92.95,85.75,92,2.4,+2.68%,11872,16134
SAJ26,2026-03-24,92.25,92.85,88.8,88.95,-3.05,-3.32%,12625,16195
SAJ26,2026-03-25,91.05,94.05,90.65,92.3,3.35,+3.77%,11722,16529
SAJ26,2026-03-26,91.7,92.6,85.65,85.75,-6.55,-7.10%,6596,16257
SAJ26,2026-03-27,86.95,87.35,82.05,83.1,-2.65,-3.09%,2867,14065
SAJ26,2026-03-30,82.25,85.35,79.35,82.7,-0.4,-0.48%,4095,14026
SAJ26,2026-03-31,83.4,84.9,80.35,83.15,0.45,+0.54%,3654,14376
SAJ26,2026-04-01,83.15,87.05,82.55,84.3,1.15,+1.38%,4455,14394
SAJ26,2026-04-02,81.85,82,77,79.2,-5.1,-6.05%,5654,14391
SAJ26,2026-04-03,79.15,81.2,79.05,81.05,1.85,+2.34%,1448,13858
SAJ26,2026-04-06,80.1,83.6,79.4,82.4,1.35,+1.67%,3052,14453
SAJ26,2026-04-07,81.9,82.85,78.6,82,-0.4,-0.49%,7584,14334
SAJ26,2026-04-08,83.5,87.35,82.85,83.6,1.6,+1.95%,2721,14247
SAJ26,2026-04-09,83.5,85.25,81.75,84.7,1.1,+1.32%,4192,14575
SAJ26,2026-04-10,84.9,86.4,83.05,85.85,1.15,+1.36%,2350,14609
SAJ26,2026-04-13,83.15,84.8,80.8,84.55,-1.3,-1.51%,6016,14131
SAJ26,2026-04-14,85,88.2,83.65,84.4,-0.15,-0.18%,5763,14310
SAJ26,2026-04-15,84,86.25,83,86,1.6,+1.90%,4421,14361
SAJ26,2026-04-16,85.4,91,84.25,90.6,4.6,+5.35%,10890,15383
SAJ26,2026-04-17,89.95,91.25,87.85,89.7,-0.9,-0.99%,10585,15706
SAJ26,2026-04-20,85.1,86.65,83.3,86.3,-3.4,-3.79%,12121,16044
SAJ26,2026-04-21,86.25,87.4,84.65,84.95,-1.35,-1.56%,11477,15920
SAK26,2026-04-22,85.6,89.75,85.55,87.85,2.9,+3.41%,16724,15240
SAK26,2026-04-23,88,88,84.55,85.6,-2.25,-2.56%,7030,17096
SAK26,2026-04-24,85.9,87.45,85.15,86.6,1,+1.17%,4461,11854
SAK26,2026-04-27,87.4,88.55,83.9,84.25,-2.35,-2.71%,5541,12453
SAK26,2026-04-28,84.45,85.05,83.2,84.05,-0.2,-0.24%,1439,12358
SAK26,2026-04-29,83.95,85.75,81.45,82.25,-1.8,-2.14%,4939,12716
