"Date","BTCUSD Return","BTCUSD Open","BTCUSD Low","BTCUSD High","BTCUSD Close","ETHUSD Return","ETHUSD Open","ETHUSD Low","ETHUSD High","ETHUSD Close","SOLUSD Return","SOLUSD Open","SOLUSD Low","SOLUSD High","SOLUSD Close","XRPUSD Return","XRPUSD Open","XRPUSD Low","XRPUSD High","XRPUSD Close","GC1 Return","GC1 Open","GC1 Low","GC1 High","GC1 Close"
11-30-2025,-0.1510,90997.50,90480.01,92000.00,91180.00,0.2423,2995.46,2976.98,3053.90,3022.76,-0.0914,136.4700,135.2800,140.2500,137.0500,0.0021,2.2069,2.1789,2.2161,2.1869,,,,,
12-01-2025,-0.1951,91180.09,83870.80,91379.00,86447.00,0.1473,3021.00,2718.80,3038.40,2791.51,-0.1639,137.0600,123.1600,137.9400,126.1200,-0.0716,2.1869,1.9844,2.1976,2.0261,0.2947,4211.56,4195.13,4264.63,4231.55
12-02-2025,-0.1467,86447.00,86203.80,92340.00,91647.60,0.2327,2791.78,2784.31,3034.80,2999.40,-0.0775,126.1200,125.9000,142.5600,139.1500,-0.0067,2.0264,1.9950,2.1839,2.1677,0.2869,4238.96,4163.76,4238.96,4206.14
12-03-2025,-0.1274,91633.00,91033.40,93976.60,93712.80,0.3011,2997.94,2986.81,3169.00,3165.70,-0.0352,139.1500,137.7800,146.1000,145.5300,0.0126,2.1690,2.1413,2.2200,2.2098,0.2860,4204.00,4194.41,4241.76,4203.23
12-04-2025,-0.1418,93711.10,90904.73,94449.00,92176.35,0.2842,3167.00,3067.09,3241.57,3124.64,-0.0802,145.5300,137.8100,146.9200,138.7400,-0.0417,2.2098,2.0694,2.2145,2.0915,0.2876,4205.46,4174.93,4219.98,4208.16
12-05-2025,-0.1694,92182.72,88095.20,92744.00,89206.85,0.2412,3124.15,2985.00,3194.24,3019.95,-0.1220,138.7500,130.8100,140.7600,132.4400,-0.0707,2.0914,2.0131,2.1132,2.0281,0.2847,4206.99,4192.13,4259.29,4198.86
12-06-2025,-0.1672,89209.41,88914.80,90296.32,89444.00,0.2510,3019.81,3004.01,3069.61,3043.86,-0.1221,132.4200,131.8200,134.2000,132.4200,-0.0680,2.0282,2.0160,2.0511,2.0341,,,,,
12-07-2025,-0.1599,89438.81,87733.18,91783.00,90230.01,0.2682,3044.13,2910.08,3150.80,3085.62,-0.1177,132.4600,127.7300,136.3700,133.0900,-0.0611,2.0341,1.9881,2.1114,2.0490,,,,,
12-08-2025,-0.1495,90230.01,88964.34,92283.00,91339.90,0.2935,3086.37,3013.20,3180.20,3147.23,-0.1083,133.1100,129.6900,139.3600,134.5100,-0.0434,2.0497,2.0123,2.1257,2.0878,0.2820,4190.24,4176.09,4218.90,4190.16
12-09-2025,-0.1370,91333.70,89545.10,94665.00,92681.30,0.3576,3147.44,3091.74,3398.50,3303.28,-0.0867,134.5100,131.6000,144.9000,137.7600,-0.0379,2.0881,2.0415,2.1784,2.0998,0.2876,4191.72,4170.20,4221.46,4208.17
12-10-2025,-0.1399,92652.00,91599.00,94489.00,92379.70,0.3736,3302.16,3289.82,3448.32,3342.06,-0.0906,137.7500,135.7000,142.6300,137.1800,-0.0618,2.0997,2.0370,2.1194,2.0475,0.2929,4204.61,4182.11,4238.78,4225.64
12-11-2025,-0.1352,92431.00,89245.00,93561.80,92884.00,0.3359,3340.76,3145.53,3355.40,3250.47,-0.0915,137.2000,129.0400,137.8700,137.0400,-0.0642,2.0480,1.9781,2.0587,2.0422,0.3095,4231.50,4204.27,4286.04,4280.03
12-12-2025,-0.1602,92885.40,89500.00,93200.00,90194.00,0.2663,3250.28,3045.30,3266.99,3081.11,-0.1258,137.0500,130.3500,140.1600,131.8700,-0.0811,2.0422,1.9700,2.0493,2.0054,0.3150,4281.59,4257.43,4353.64,4298.00
12-13-2025,-0.1603,90189.98,89777.79,90671.00,90187.97,0.2790,3081.09,3078.83,3140.00,3112.00,-0.1202,131.8800,131.5900,134.4000,132.7100,-0.0731,2.0050,2.0041,2.0484,2.0228,,,,,
12-14-2025,-0.1764,90187.96,88354.60,90530.00,88460.00,0.2666,3112.38,2760.00,3130.35,3081.80,-0.1388,132.7200,129.4000,133.7200,129.9000,-0.0893,2.0227,1.9824,2.0309,1.9876,,,,,
12-15-2025,-0.1974,88460.02,85151.50,90038.80,86198.10,0.2106,3082.15,2893.38,3178.90,2945.62,-0.1658,129.9100,123.5800,135.4300,125.8300,-0.1335,1.9878,1.8689,2.0143,1.8911,0.3176,4299.13,4285.28,4350.43,4306.50
12-16-2025,-0.1816,86381.00,85263.60,88262.00,87893.00,0.2128,2945.87,2875.91,2983.70,2950.82,-0.1485,125.8400,124.8700,130.2200,128.4400,-0.1176,1.8912,1.8520,1.9507,1.9258,0.3168,4285.20,4271.45,4335.18,4303.59
12-17-2025,-0.1978,87746.20,85282.20,90427.00,86152.00,0.1610,2950.64,2790.66,3032.00,2824.80,-0.1887,128.4600,121.2600,134.2100,122.3800,-0.1449,1.9261,1.8468,1.9885,1.8662,0.3274,4297.06,4297.05,4349.22,4338.47
12-18-2025,-0.2031,85950.40,84421.40,89550.00,85590.80,0.1646,2824.80,2775.00,3002.70,2833.70,-0.2042,122.3800,116.8700,129.1500,120.0400,-0.1666,1.8666,1.8001,1.9360,1.8188,0.3251,4339.77,4308.59,4374.78,4330.98
12-19-2025,-0.1827,85590.80,85077.00,89500.00,87780.50,0.2234,2834.70,2806.90,3021.80,2976.69,-0.1598,120.0400,117.5500,128.0000,126.7300,-0.1287,1.8187,1.7705,1.9229,1.9015,0.3287,4333.79,4309.39,4356.66,4342.73
12-20-2025,-0.1789,87780.50,87780.00,88692.00,88182.82,0.2239,2975.00,2964.43,2998.00,2977.76,-0.1628,126.7400,125.2200,127.4800,126.2900,-0.1151,1.9015,1.8924,1.9611,1.9312,,,,,
12-21-2025,-0.1794,88163.80,87501.01,89172.00,88137.97,0.2220,2977.77,2943.00,3017.20,2973.21,-0.1724,126.2800,123.3300,126.8800,124.8400,-0.1262,1.9311,1.8938,1.9531,1.9070,,,,,
12-22-2025,-0.1776,88137.96,87863.60,90606.00,88321.00,0.2291,2973.21,2963.26,3077.50,2990.50,-0.1697,124.8200,124.1300,128.8000,125.2400,-0.1304,1.9071,1.8902,1.9517,1.8978,0.3600,4340.40,4338.03,4449.19,4444.91
12-23-2025,-0.1831,88310.00,86553.30,88989.00,87731.00,0.2218,2986.77,2900.00,3037.30,2972.74,-0.1765,125.0900,122.1100,126.9400,124.2200,-0.1384,1.8958,1.8629,1.9109,1.8803,0.3721,4440.67,4430.61,4499.95,4484.34
12-24-2025,-0.1833,87649.20,86271.40,87852.00,87718.00,0.2119,2972.00,2886.35,2981.60,2948.62,-0.1852,124.2200,120.4700,124.5100,122.9000,-0.1465,1.8808,1.8355,1.8843,1.8627,0.3710,4474.59,4448.35,4525.93,4480.84
12-25-2025,-0.1821,87634.70,87193.64,88615.00,87840.11,0.2103,2948.67,2909.97,2971.80,2944.85,-0.1836,122.9000,121.2100,124.3700,123.1400,-0.1457,1.8627,1.8523,1.8898,1.8644,,,,,
12-26-2025,-0.1863,87906.70,86569.53,89568.00,87393.27,0.2009,2945.04,2888.95,2996.40,2921.89,-0.1915,123.1400,119.1600,125.0400,121.9600,-0.1525,1.8644,1.8229,1.8831,1.8495,0.3865,4495.14,4492.47,4549.98,4531.51
12-27-2025,-0.1844,87471.10,86944.24,87792.00,87597.00,0.2054,2922.65,2915.39,2943.20,2932.96,-0.1752,121.9700,121.7050,124.5200,124.4100,-0.1473,1.8456,1.8397,1.8651,1.8609,,,,,
12-28-2025,-0.1853,87654.00,87349.52,88174.00,87500.10,0.2067,2932.97,2923.24,2963.40,2936.05,-0.1794,124.4590,122.9700,125.0000,123.7800,-0.1472,1.8610,1.8461,1.8810,1.8611,,,,,
12-29-2025,-0.1879,87526.40,86675.00,90401.00,87222.00,0.2056,2935.04,2907.07,3057.60,2933.34,-0.1824,123.7700,122.1900,130.0500,123.3230,-0.1515,1.8611,1.8422,1.9181,1.8518,0.3257,4523.96,4302.17,4549.13,4332.98
12-30-2025,-0.1775,87214.00,86704.98,89444.00,88335.00,0.2190,2933.32,2914.44,3009.00,2965.95,-0.1790,123.3000,122.4040,126.4600,123.8400,-0.1425,1.8517,1.8417,1.8870,1.8715,0.3274,4340.73,4322.54,4404.41,4338.49
12-31-2025,-0.1818,88197.87,87082.64,89243.00,87879.00,0.2238,2966.07,2955.79,3029.00,2977.70,-0.1764,123.8500,123.0700,127.3000,124.2300,-0.1575,1.8708,1.8091,1.8849,1.8387,0.3217,4341.43,4274.27,4343.82,4319.82
01-01-2026,-0.1780,87647.99,87268.00,88542.00,88278.00,0.2272,2977.69,2965.02,3006.50,2985.90,-0.1696,124.2400,123.9310,125.8800,125.2500,-0.1438,1.8388,1.8226,1.8773,1.8685,,,,,
01-02-2026,-0.1618,88278.00,88265.00,90949.00,90020.00,0.2861,2985.90,2920.00,3149.30,3129.29,-0.1259,125.2500,125.2000,133.0000,131.8500,-0.0764,1.8685,1.8653,2.0204,2.0157,0.3255,4348.40,4309.65,4402.47,4332.01
01-03-2026,-0.1573,90020.01,89284.13,90720.00,90503.70,0.2818,3129.05,3075.13,3145.80,3118.70,-0.1195,131.8700,129.5400,133.2300,132.8100,-0.0798,2.0157,1.9821,2.1385,2.0082,,,,,
01-04-2026,-0.1507,90575.00,90413.53,91768.30,91214.00,0.2923,3119.19,3111.90,3166.67,3144.21,-0.1124,132.8100,132.5170,135.4900,133.8900,-0.0396,2.0086,2.0028,2.1200,2.0960,,,,,
01-05-2026,-0.1239,91293.40,91060.00,94825.27,94098.83,0.3307,3144.12,3129.10,3264.66,3237.80,-0.0824,133.8500,133.0800,139.8500,138.4100,0.0702,2.0959,2.0777,2.3509,2.3356,0.3605,4340.69,4335.88,4455.87,4446.40
01-06-2026,-0.1320,94104.20,91164.00,94439.63,93218.66,0.3459,3238.04,3179.50,3308.21,3274.76,-0.0708,138.3800,136.0600,143.4400,140.1540,0.0457,2.3356,2.2022,2.4168,2.2822,0.3757,4451.38,4427.82,4497.20,4496.12
01-07-2026,-0.1527,93218.65,90526.00,93788.80,90995.84,0.2936,3274.65,3121.68,3300.99,3147.35,-0.0978,140.1400,134.2800,141.3200,136.0900,-0.0016,2.2800,2.1684,2.3200,2.1789,0.3635,4494.97,4423.47,4500.81,4456.45
01-08-2026,-0.1504,91093.40,89199.00,91677.00,91250.00,0.2805,3147.35,3050.20,3183.70,3115.55,-0.0754,136.0900,132.4970,139.7000,139.4700,-0.0206,2.1769,2.0632,2.1920,2.1374,0.3702,4456.91,4407.82,4479.65,4478.35
01-09-2026,-0.1582,91277.10,89583.58,92025.20,90410.01,0.2678,3115.63,3048.50,3147.20,3084.70,-0.0996,139.4700,134.7900,141.1100,135.8200,-0.0423,2.1376,2.0700,2.1611,2.0900,0.3801,4475.68,4452.91,4517.23,4510.61
01-10-2026,-0.1585,90540.10,90222.10,90833.00,90380.10,0.2667,3085.88,3070.59,3104.10,3081.90,-0.1012,135.8300,135.3800,136.9900,135.5700,-0.0431,2.0902,2.0772,2.1103,2.0884,,,,,
01-11-2026,-0.1563,90510.30,90251.43,91263.00,90618.00,0.2808,3086.01,3074.11,3148.80,3116.30,-0.0819,135.5800,135.1210,141.4900,138.4800,-0.0510,2.0886,2.0413,2.1101,2.0712,,,,,
01-12-2026,-0.1529,90757.60,89995.20,92515.40,90973.97,0.2697,3121.19,3061.56,3170.92,3089.27,-0.0807,138.7700,137.3000,144.7000,138.6700,-0.0619,2.0714,2.0323,2.1100,2.0474,0.4070,4488.76,4488.76,4630.26,4598.65
01-13-2026,-0.1239,90964.90,90925.17,94501.00,94090.01,0.3189,3092.37,3085.15,3243.88,3208.94,-0.0497,138.8200,137.6600,144.5000,143.3400,-0.0286,2.0474,2.0433,2.1493,2.1199,0.4033,4597.55,4569.21,4634.84,4586.43
01-14-2026,-0.0930,94090.00,93940.00,97963.62,97414.00,0.3864,3209.21,3205.40,3405.03,3373.29,-0.0259,143.3600,143.3200,148.9000,146.9300,-0.0159,2.1202,2.1100,2.1932,2.1477,0.4160,4589.89,4588.73,4643.07,4628.05
01-15-2026,-0.1107,97546.30,95054.00,97588.95,95514.00,0.3558,3373.29,3270.58,3384.32,3298.76,-0.0581,146.9200,140.8800,147.1620,142.0800,-0.0498,2.1477,2.0518,2.1478,2.0738,0.4122,4623.47,4581.19,4633.16,4615.67
01-16-2026,-0.1110,95555.46,94199.00,95850.20,95481.46,0.3532,3298.14,3250.70,3326.59,3292.48,-0.0388,142.0700,140.1500,145.5000,144.9810,-0.0502,2.0742,2.0248,2.0868,2.0729,0.4059,4610.17,4536.81,4621.24,4594.83
01-17-2026,-0.1129,95476.00,94952.00,95714.00,95271.69,0.3610,3292.57,3281.10,3329.85,3311.51,-0.0442,145.0000,143.2600,145.2700,144.1800,-0.0525,2.0727,2.0524,2.0829,2.0678,,,,,
01-18-2026,-0.1119,95305.80,94783.00,95517.70,95384.08,0.3730,3311.00,3293.92,3368.90,3340.60,-0.0547,144.1800,141.4060,144.2600,142.5900,-0.0577,2.0677,2.0439,2.0683,2.0564,,,,,
01-19-2026,-0.1347,95431.40,91866.00,95524.00,92936.40,0.3197,3340.05,3173.53,3355.70,3211.03,-0.1116,142.6800,129.7500,143.0400,134.0100,-0.0850,2.0566,1.8417,2.0642,1.9968,0.4313,4593.78,4584.64,4690.77,4677.81
01-20-2026,-0.1681,92945.40,89162.00,93037.20,89350.00,0.2286,3211.02,2975.39,3214.16,2989.22,-0.1596,134.0100,126.1560,134.6100,126.7670,-0.1354,1.9972,1.8816,1.9994,1.8868,0.4575,4667.64,4659.55,4766.40,4763.44
01-21-2026,-0.1603,89473.50,87156.00,91111.70,90181.00,0.2449,2990.18,2863.40,3069.00,3029.01,-0.1319,126.8200,124.0020,132.1400,130.9500,-0.0959,1.8871,1.8657,1.9864,1.9730,0.4780,4766.35,4756.18,4888.48,4830.48
01-22-2026,-0.1698,90260.10,88408.65,90399.00,89166.92,0.2093,3029.27,2901.76,3045.30,2942.45,-0.1504,130.9500,126.5090,131.7700,128.1600,-0.1188,1.9736,1.8993,1.9899,1.9232,0.5101,4832.69,4772.53,4942.57,4935.44
01-23-2026,-0.1691,89166.92,88440.65,91236.80,89234.22,0.2084,2942.64,2888.01,3020.44,2940.24,-0.1579,128.3300,125.1500,130.1200,127.0200,-0.1221,1.9236,1.8832,1.9652,1.9159,0.5261,4938.53,4900.09,4989.84,4987.66
01-24-2026,-0.1690,89234.22,89007.01,89966.00,89251.97,0.2141,2940.49,2939.31,2971.40,2953.92,-0.1582,127.1500,126.4600,128.0900,126.9700,-0.1227,1.9158,1.9067,1.9301,1.9147,,,,,
01-25-2026,-0.1948,89251.96,86100.00,89495.40,86480.30,0.1572,2953.92,2784.23,2964.55,2815.67,-0.2130,127.1700,117.0620,127.7200,118.7100,-0.1578,1.9148,1.8089,1.9228,1.8380,,,,,
01-26-2026,-0.1809,86480.30,86000.00,88902.00,87977.00,0.2024,2815.97,2783.26,2953.40,2925.60,-0.1754,118.8400,117.1800,125.5300,124.3800,-0.1288,1.8380,1.8164,1.9467,1.9014,0.5333,4966.70,4966.70,5111.21,5011.23
01-27-2026,-0.1717,88071.00,87180.01,89582.00,88958.00,0.2378,2928.93,2895.61,3032.00,3011.70,-0.1586,124.3900,122.9300,127.8000,126.9100,-0.1250,1.8976,1.8716,1.9301,1.9097,0.5853,5029.34,5012.50,5190.78,5181.13
01-28-2026,-0.1676,89087.70,88706.32,90600.00,89396.00,0.2400,3010.62,2979.21,3045.60,3017.16,-0.1693,126.9100,124.5900,128.2500,125.3100,-0.1237,1.9096,1.8916,1.9420,1.9124,0.6583,5177.61,5157.43,5427.50,5419.83
01-29-2026,-0.2144,89273.34,83216.21,89477.70,84375.03,0.1569,3021.20,2750.36,3027.17,2814.97,-0.2226,125.3200,115.1700,125.8500,117.2600,-0.1741,1.9119,1.7748,1.9192,1.8025,0.6451,5417.72,5095.73,5608.35,5376.74
01-30-2026,-0.2165,84378.87,81000.10,84759.00,84145.85,0.1100,2820.12,2631.54,2829.00,2700.68,-0.2232,117.2700,111.7900,119.1000,117.1800,-0.2090,1.8028,1.7087,1.8162,1.7264,0.4953,5390.90,4692.99,5458.62,4887.07
01-31-2026,-0.2718,84237.00,75555.00,84328.60,78204.41,-0.0067,2704.00,2230.00,2714.16,2416.78,-0.3146,117.1900,96.1250,118.8500,103.3800,-0.2582,1.7260,1.5004,1.7541,1.6189,,,,,
02-01-2026,-0.2882,78343.00,76276.58,79503.00,76446.00,-0.0595,2420.09,2277.00,2478.00,2288.40,-0.3321,103.3900,100.0400,106.6000,100.7500,-0.2719,1.6218,1.5672,1.6816,1.5889,,,,,
02-02-2026,-0.2694,76442.87,74502.21,79450.00,78467.33,-0.0381,2287.98,2155.75,2399.60,2340.37,-0.3056,100.7600,95.8100,106.0500,104.7500,-0.2568,1.5890,1.5290,1.6585,1.6219,0.4258,4830.80,4404.68,4884.88,4659.96
02-03-2026,-0.2911,78467.33,72859.00,79285.00,76137.27,-0.0624,2340.27,2107.48,2361.10,2281.16,-0.3366,104.8400,96.5100,105.2100,100.0600,-0.2667,1.6219,1.5247,1.6430,1.6003,0.5134,4648.44,4633.34,4993.77,4946.39
02-04-2026,-0.3238,76137.27,72000.00,77078.00,72625.36,-0.1267,2281.06,2072.57,2298.20,2124.84,-0.3959,100.0800,89.3410,100.2400,91.1200,-0.3060,1.6004,1.5018,1.6136,1.5145,0.5192,4951.65,4844.65,5091.81,4965.24
02-05-2026,-0.4128,72806.70,62181.65,73844.00,63067.00,-0.2411,2124.78,1821.04,2177.40,1846.50,-0.4773,91.1300,77.4120,93.3600,78.8500,-0.4685,1.5146,1.1346,1.5469,1.1599,0.4621,4969.00,4760.21,5042.25,4778.59
02-06-2026,-0.3453,63069.99,59930.00,71529.00,70310.62,-0.1564,1846.40,1739.90,2095.70,2052.47,-0.4167,78.8500,66.7570,88.6900,87.9900,-0.3323,1.1601,1.1103,1.5500,1.4572,0.5202,4557.40,4557.40,4970.96,4968.56
02-07-2026,-0.3533,70309.96,67293.26,71822.00,69459.50,-0.1371,2052.80,1993.46,2129.48,2099.45,-0.4155,87.9900,84.1200,89.8000,88.1700,-0.3455,1.4572,1.3827,1.4999,1.4284,,,,,
02-08-2026,-0.3422,69459.50,68735.64,71617.00,70652.38,-0.1399,2099.31,2064.71,2146.00,2092.83,-0.4261,88.1800,85.7000,88.8900,86.5600,-0.3464,1.4282,1.4085,1.4703,1.4265,,,,,
02-09-2026,-0.3448,70652.38,68233.01,72310.90,70363.99,-0.1283,2092.82,2004.68,2168.59,2120.90,-0.4212,86.5600,82.7700,89.0500,87.3010,-0.3355,1.4265,1.3713,1.4650,1.4503,0.5480,4934.10,4934.10,5086.65,5059.32
02-10-2026,-0.3611,70362.03,67857.00,70764.00,68618.47,-0.1752,2120.84,1986.64,2127.10,2006.90,-0.4537,87.3000,81.8400,87.5700,82.4100,-0.3615,1.4503,1.3910,1.4536,1.3935,0.5371,5063.99,4981.00,5078.87,5023.90
02-11-2026,-0.3691,68611.01,65702.95,69357.00,67755.09,-0.1907,2008.99,1892.72,2033.80,1969.16,-0.4690,82.4100,77.9880,84.3500,80.1000,-0.3665,1.3935,1.3414,1.4219,1.3825,0.5558,5043.89,5019.74,5119.25,5085.01
02-12-2026,-0.3876,67811.60,65065.47,68458.00,65776.48,-0.2101,1970.21,1893.91,2003.70,1921.85,-0.4877,80.1300,76.5270,82.2300,77.2700,-0.3796,1.3825,1.3452,1.4089,1.3539,0.5059,5066.28,4878.50,5099.94,4921.91
02-13-2026,-0.3589,65779.97,65577.67,69550.00,68854.05,-0.1564,1923.88,1918.30,2074.10,2052.49,-0.4378,77.2900,76.9000,85.5900,84.8060,-0.3544,1.3510,1.3472,1.4292,1.4090,0.5433,4926.44,4887.53,5047.65,5043.92
